destination,month,airline,average_price_naira,booking_window_weeks
Ghana,February,Brussels Airlines,3610362,7
Ghana,February,Swiss Air,3281645,12
Ghana,February,Finnair,3316694,8
Ghana,February,Austrian Airlines,3192512,2
Ghana,March,Emirates,4083883,2
Ghana,March,Qatar Airways,3978315,10
Ghana,March,Turkish Airlines,3615954,5
Ghana,March,British Airways,3338838,4
Ghana,March,Lufthansa,3857937,10
Ghana,March,Air France,3985406,6
Ghana,March,KLM,3650341,6
Ghana,March,Delta Airlines,3473629,8
Ghana,March,United Airlines,3316937,8
Ghana,March,Virgin Atlantic,3719156,6
Ghana,March,Ethiopian Airlines,4079871,12
Ghana,March,Kenya Airways,3277623,5
Ghana,March,RwandAir,3315653,4
Ghana,March,South African Airways,3731978,10
Ghana,March,Air Canada,4048947,6
Ghana,March,Singapore Airlines,3631850,5
Ghana,March,Etihad Airways,3884089,11
Ghana,March,Saudi Airlines,3924135,11
Ghana,March,EgyptAir,4002069,7
Ghana,March,Royal Air Maroc,3148181,3
Ghana,March,American Airlines,3469089,9
Ghana,March,Cathay Pacific,3772982,4
Ghana,March,Japan Airlines,3963686,10
Ghana,March,Malaysia Airlines,3362145,7
Ghana,March,Thai Airways,3615885,5
Ghana,March,Air India,3756232,8
Ghana,March,Brussels Airlines,4027990,3
Ghana,March,Swiss Air,3198804,10
Ghana,March,Finnair,3288061,2
Ghana,March,Austrian Airlines,3569496,5
Ghana,April,Emirates,3972663,4
Ghana,April,Qatar Airways,3389262,7
Ghana,April,Turkish Airlines,4096169,11
Ghana,April,British Airways,3910066,4
Ghana,April,Lufthansa,3379268,5
Ghana,April,Air France,3321899,3
Ghana,April,KLM,3747093,3
Ghana,April,Delta Airlines,3972496,1
Ghana,April,United Airlines,4011302,3
Ghana,April,Virgin Atlantic,3709515,3
Ghana,April,Ethiopian Airlines,3684538,12
Ghana,April,Kenya Airways,3200703,3
Ghana,April,RwandAir,3560357,11
Ghana,April,South African Airways,3899541,2
Ghana,April,Air Canada,3772159,5
Ghana,April,Singapore Airlines,3778132,4
Ghana,April,Etihad Airways,3474389,3
Ghana,April,Saudi Airlines,3149575,8
Ghana,April,EgyptAir,4015175,11
Ghana,April,Royal Air Maroc,3198790,6
Ghana,April,American Airlines,3699053,4
Ghana,April,Cathay Pacific,3232936,8
Ghana,April,Japan Airlines,3466774,1
Ghana,April,Malaysia Airlines,3638185,10
Ghana,April,Thai Airways,3504866,4
Ghana,April,Air India,3765153,11
Ghana,April,Brussels Airlines,3824320,7
Ghana,April,Swiss Air,4129486,12
Ghana,April,Finnair,4074273,7
Ghana,April,Austrian Airlines,3248099,10
Ghana,May,Emirates,3578940,8
Ghana,May,Qatar Airways,4030980,12
Ghana,May,Turkish Airlines,3314537,5
Ghana,May,British Airways,3909712,12
Ghana,May,Lufthansa,3305494,5
Ghana,May,Air France,3638809,7
Ghana,May,KLM,3768028,5
Ghana,May,Delta Airlines,4070484,2
Ghana,May,United Airlines,3248477,12
Ghana,May,Virgin Atlantic,3184883,4
Ghana,May,Ethiopian Airlines,3522870,10
Ghana,May,Kenya Airways,3658471,8
Ghana,May,RwandAir,3154833,3
Ghana,May,South African Airways,3908382,1
Ghana,May,Air Canada,3954434,5
Ghana,May,Singapore Airlines,3369700,7
Ghana,May,Etihad Airways,3991061,6
Ghana,May,Saudi Airlines,4014012,3
Ghana,May,EgyptAir,3420285,12
Ghana,May,Royal Air Maroc,3867894,1
Ghana,May,American Airlines,4019836,6
Ghana,May,Cathay Pacific,4079028,1
Ghana,May,Japan Airlines,3588057,11
Ghana,May,Malaysia Airlines,3906102,6
Ghana,May,Thai Airways,3814843,10
Ghana,May,Air India,3317962,2
Ghana,May,Brussels Airlines,4027280,11
Ghana,May,Swiss Air,3746299,11
Ghana,May,Finnair,3450181,9
Ghana,May,Austrian Airlines,3584274,12
Ghana,June,Emirates,3318295,3
Ghana,June,Qatar Airways,3338905,9
Ghana,June,Turkish Airlines,3324466,6
Ghana,June,British Airways,4128843,5
Ghana,June,Lufthansa,4164653,9
Ghana,June,Air France,4075393,1
Ghana,June,KLM,3333671,8
Ghana,June,Delta Airlines,3255333,1
Ghana,June,United Airlines,4013372,11
Ghana,June,Virgin Atlantic,3719590,12
Ghana,June,Ethiopian Airlines,3955399,8
Ghana,June,Kenya Airways,3845347,10
Ghana,June,RwandAir,3919317,12
Ghana,June,South African Airways,3935497,2
Ghana,June,Air Canada,3534636,1
Ghana,June,Singapore Airlines,3718813,3
Ghana,June,Etihad Airways,3245732,12
Ghana,June,Saudi Airlines,3491717,4
Ghana,June,EgyptAir,3923768,7
Ghana,June,Royal Air Maroc,3763499,2
Ghana,June,American Airlines,3964055,8
Ghana,June,Cathay Pacific,4126946,8
Ghana,June,Japan Airlines,3904302,4
Ghana,June,Malaysia Airlines,4173330,10
Ghana,June,Thai Airways,3705562,11
Ghana,June,Air India,3586002,7
Ghana,June,Brussels Airlines,3777272,7
Ghana,June,Swiss Air,3238370,12
Ghana,June,Finnair,3804072,7
Ghana,June,Austrian Airlines,3491561,4
Ghana,July,Emirates,5777577,8
Ghana,July,Qatar Airways,5065729,9
Ghana,July,Turkish Airlines,4381630,6
Ghana,July,British Airways,5292206,9
Ghana,July,Lufthansa,5023037,2
Ghana,July,Air France,4729831,5
Ghana,July,KLM,4598383,8
Ghana,July,Delta Airlines,4448750,9
Ghana,July,United Airlines,5020778,9
Ghana,July,Virgin Atlantic,5833217,8
Ghana,July,Ethiopian Airlines,5239702,1
Ghana,July,Kenya Airways,5008323,11
Ghana,July,RwandAir,4855836,1
Ghana,July,South African Airways,4959023,8
Ghana,July,Air Canada,6027571,4
Ghana,July,Singapore Airlines,5404500,11
Ghana,July,Etihad Airways,4904054,7
Ghana,July,Saudi Airlines,4607265,11
Ghana,July,EgyptAir,4519779,4
Ghana,July,Royal Air Maroc,6006910,12
Ghana,July,American Airlines,5757858,5
Ghana,July,Cathay Pacific,4805256,4
Ghana,July,Japan Airlines,5950118,12
Ghana,July,Malaysia Airlines,4366697,1
Ghana,July,Thai Airways,5608194,5
Ghana,July,Air India,5949393,1
Ghana,July,Brussels Airlines,4518546,3
Ghana,July,Swiss Air,4535816,6
Ghana,July,Finnair,4394077,10
Ghana,July,Austrian Airlines,4878699,1
Ghana,August,Emirates,5363464,1
Ghana,August,Qatar Airways,4587645,8
Ghana,August,Turkish Airlines,4685319,1
Ghana,August,British Airways,5908148,11
Ghana,August,Lufthansa,5150467,10
Ghana,August,Air France,4467533,7
Ghana,August,KLM,4925353,1
Ghana,August,Delta Airlines,4664951,2
Ghana,August,United Airlines,4848715,4
Ghana,August,Virgin Atlantic,4534396,11
Ghana,August,Ethiopian Airlines,5111539,3
Ghana,August,Kenya Airways,5428499,1
Ghana,August,RwandAir,5495575,3
Ghana,August,South African Airways,5184506,7
Ghana,August,Air Canada,4360702,9
Ghana,August,Singapore Airlines,4049574,8
Ghana,August,Etihad Airways,5621254,6
Ghana,August,Saudi Airlines,4700270,8
Ghana,August,EgyptAir,5012614,9
Ghana,August,Royal Air Maroc,4795579,12
Ghana,August,American Airlines,4496186,5
Ghana,August,Cathay Pacific,5842500,12
Ghana,August,Japan Airlines,5319579,3
Ghana,August,Malaysia Airlines,4479019,7
Ghana,August,Thai Airways,4523077,4
Ghana,August,Air India,5161620,8
Ghana,August,Brussels Airlines,5286267,11
Ghana,August,Swiss Air,4040695,6
Ghana,August,Finnair,4661257,7
Ghana,August,Austrian Airlines,4777715,9
Ghana,September,Emirates,3294407,3
Ghana,September,Qatar Airways,3476028,8
Ghana,September,Turkish Airlines,3459458,4
Ghana,September,British Airways,3805229,8
Ghana,September,Lufthansa,3481413,4
Ghana,September,Air France,3704418,8
Ghana,September,KLM,3707517,11
Ghana,September,Delta Airlines,3832536,7
Ghana,September,United Airlines,3680045,10
Ghana,September,Virgin Atlantic,4159493,4
Ghana,September,Ethiopian Airlines,3457453,5
Ghana,September,Kenya Airways,3275552,1
Ghana,September,RwandAir,3474485,1
Ghana,September,South African Airways,3975551,8
Ghana,September,Air Canada,4127519,9
Ghana,September,Singapore Airlines,4071388,5
Ghana,September,Etihad Airways,3289909,6
Ghana,September,Saudi Airlines,3930557,3
Ghana,September,EgyptAir,4095189,7
Ghana,September,Royal Air Maroc,3267905,8
Ghana,September,American Airlines,4074942,3
Ghana,September,Cathay Pacific,4154255,4
Ghana,September,Japan Airlines,3598683,11
Ghana,September,Malaysia Airlines,4044887,12
Ghana,September,Thai Airways,3619558,6
Ghana,September,Air India,4154582,2
Ghana,September,Brussels Airlines,3373456,7
Ghana,September,Swiss Air,3147348,3
Ghana,September,Finnair,3346701,5
Ghana,September,Austrian Airlines,3255356,2
Ghana,October,Emirates,3701068,8
Ghana,October,Qatar Airways,3669503,10
Ghana,October,Turkish Airlines,3932741,9
Ghana,October,British Airways,3265625,1
Ghana,October,Lufthansa,3683528,1
Ghana,October,Air France,4063739,9
Ghana,October,KLM,3324158,8
Ghana,October,Delta Airlines,3620731,5
Ghana,October,United Airlines,3923216,10
Ghana,October,Virgin Atlantic,3478066,2
Ghana,October,Ethiopian Airlines,3672385,12
Ghana,October,Kenya Airways,3433116,6
Ghana,October,RwandAir,3841795,11
Ghana,October,South African Airways,3417551,10
Ghana,October,Air Canada,3358642,4
Ghana,October,Singapore Airlines,3555986,11
Ghana,October,Etihad Airways,4181199,1
Ghana,October,Saudi Airlines,3814286,7
Ghana,October,EgyptAir,3710920,1
Ghana,October,Royal Air Maroc,3697332,5
Ghana,October,American Airlines,3440264,2
Ghana,October,Cathay Pacific,3719011,6
Ghana,October,Japan Airlines,3864279,12
Ghana,October,Malaysia Airlines,3440884,7
Ghana,October,Thai Airways,3584565,6
Ghana,October,Air India,3255831,5
Ghana,October,Brussels Airlines,3175873,6
Ghana,October,Swiss Air,3449010,6
Ghana,October,Finnair,4137974,10
Ghana,October,Austrian Airlines,3576089,8
Ghana,November,Emirates,3998449,6
Ghana,November,Qatar Airways,3465932,4
Ghana,November,Turkish Airlines,3639527,8
Ghana,November,British Airways,3393080,9
Ghana,November,Lufthansa,3549970,12
Ghana,November,Air France,3870123,4
Ghana,November,KLM,3146993,8
Ghana,November,Delta Airlines,3929867,2
Ghana,November,United Airlines,3510662,2
Ghana,November,Virgin Atlantic,4040076,4
Ghana,November,Ethiopian Airlines,4023528,4
Ghana,November,Kenya Airways,3159801,11
Ghana,November,RwandAir,3439959,5
Ghana,November,South African Airways,3303391,2
Ghana,November,Air Canada,3936670,8
Ghana,November,Singapore Airlines,3838936,12
Ghana,November,Etihad Airways,3961645,12
Ghana,November,Saudi Airlines,3432953,9
Ghana,November,EgyptAir,3277314,9
Ghana,November,Royal Air Maroc,4169574,5
Ghana,November,American Airlines,3381429,4
Ghana,November,Cathay Pacific,3944237,3
Ghana,November,Japan Airlines,3290939,2
Ghana,November,Malaysia Airlines,4113932,1
Ghana,November,Thai Airways,3480396,6
Ghana,November,Air India,3738873,6
Ghana,November,Brussels Airlines,3403363,11
Ghana,November,Swiss Air,3170858,1
Ghana,November,Finnair,3356345,2
Ghana,November,Austrian Airlines,3177863,11
Ghana,December,Emirates,4323292,12
Ghana,December,Qatar Airways,5389182,7
Ghana,December,Turkish Airlines,4441842,10
Ghana,December,British Airways,4439121,7
Ghana,December,Lufthansa,4879862,3
Ghana,December,Air France,5114833,11
Ghana,December,KLM,4688728,6
Ghana,December,Delta Airlines,5955804,2
Ghana,December,United Airlines,5141383,6
Ghana,December,Virgin Atlantic,5963485,3
Ghana,December,Ethiopian Airlines,5195817,2
Ghana,December,Kenya Airways,5120226,2
Ghana,December,RwandAir,4812366,1
Ghana,December,South African Airways,4861805,10
Ghana,December,Air Canada,5207142,12
Ghana,December,Singapore Airlines,4268481,9
Ghana,December,Etihad Airways,4684450,10
Ghana,December,Saudi Airlines,5186409,4
Ghana,December,EgyptAir,5970025,2
Ghana,December,Royal Air Maroc,4978278,8
Ghana,December,American Airlines,4647396,11
Ghana,December,Cathay Pacific,5346276,12
Ghana,December,Japan Airlines,3961840,7
Ghana,December,Malaysia Airlines,4335531,4
Ghana,December,Thai Airways,4870930,3
Ghana,December,Air India,4629552,6
Ghana,December,Brussels Airlines,5478378,6
Ghana,December,Swiss Air,4357777,11
Ghana,December,Finnair,4353331,10
Ghana,December,Austrian Airlines,4673350,12
Egypt,January,Emirates,1304409,2
Egypt,January,Qatar Airways,1346921,10
Egypt,January,Turkish Airlines,1669012,7
Egypt,January,British Airways,1582931,4
Egypt,January,Lufthansa,1343463,4
Egypt,January,Air France,1425298,12
Egypt,January,KLM,1271553,3
Egypt,January,Delta Airlines,1613793,4
Egypt,January,United Airlines,1459617,2
Egypt,January,Virgin Atlantic,1292697,10
Egypt,January,Ethiopian Airlines,1529123,2
Egypt,January,Kenya Airways,1460996,12
Egypt,January,RwandAir,1305943,8
Egypt,January,South African Airways,1396764,4
Egypt,January,Air Canada,1408888,11
Egypt,January,Singapore Airlines,1531378,11
Egypt,January,Etihad Airways,1457053,8
Egypt,January,Saudi Airlines,1649656,9
Egypt,January,EgyptAir,1352122,10
Egypt,January,Royal Air Maroc,1277829,12
Egypt,January,American Airlines,1434386,8
Egypt,January,Cathay Pacific,1166188,3
Egypt,January,Japan Airlines,1250346,6
Egypt,January,Malaysia Airlines,1517858,4
Egypt,January,Thai Airways,1241670,5
Egypt,January,Air India,1471728,9
Egypt,January,Brussels Airlines,1388544,12
Egypt,January,Swiss Air,1500496,7
Egypt,January,Finnair,1683727,6
Egypt,January,Austrian Airlines,1298045,12
Egypt,February,Emirates,1429311,11
Egypt,February,Qatar Airways,1328418,8
Egypt,February,Turkish Airlines,1630059,12
Egypt,February,British Airways,1163280,9
Egypt,February,Lufthansa,1346004,5
Egypt,February,Air France,1607364,10
Egypt,February,KLM,1725399,10
Egypt,February,Delta Airlines,1571725,12
Egypt,February,United Airlines,1436376,6
Egypt,February,Virgin Atlantic,1591892,9
Egypt,February,Ethiopian Airlines,1636200,10
Egypt,February,Kenya Airways,1524020,10
Egypt,February,RwandAir,1541919,11
Egypt,February,South African Airways,1322326,9
Egypt,February,Air Canada,1483847,12
Egypt,February,Singapore Airlines,1543596,5
Egypt,February,Etihad Airways,1177124,9
Egypt,February,Saudi Airlines,1610824,12
Egypt,February,EgyptAir,1398859,10
Egypt,February,Royal Air Maroc,1733504,2
Egypt,February,American Airlines,1464637,11
Egypt,February,Cathay Pacific,1632809,2
Egypt,February,Japan Airlines,1465527,4
Egypt,February,Malaysia Airlines,1328755,7
Egypt,February,Thai Airways,1415545,11
Egypt,February,Air India,1646784,8
Egypt,February,Brussels Airlines,1395868,11
Egypt,February,Swiss Air,1556444,4
Egypt,February,Finnair,1514168,8
Egypt,February,Austrian Airlines,1534301,1
Egypt,March,Emirates,1591216,2
Egypt,March,Qatar Airways,1675822,12
Egypt,March,Turkish Airlines,1759511,8
Egypt,March,British Airways,1497053,6
Egypt,March,Lufthansa,1419941,7
Egypt,March,Air France,1742451,9
Egypt,March,KLM,1735017,1
Egypt,March,Delta Airlines,1401570,1
Egypt,March,United Airlines,1387452,8
Egypt,March,Virgin Atlantic,1489943,9
Egypt,March,Ethiopian Airlines,1703507,9
Egypt,March,Kenya Airways,1741436,1
Egypt,March,RwandAir,1512692,7
Egypt,March,South African Airways,1466438,1
Egypt,March,Air Canada,1340730,12
Egypt,March,Singapore Airlines,1565674,8
Egypt,March,Etihad Airways,1569653,6
Egypt,March,Saudi Airlines,1529043,6
Egypt,March,EgyptAir,1361096,8
Egypt,March,Royal Air Maroc,1400421,2
Egypt,March,American Airlines,1565772,1
Egypt,March,Cathay Pacific,1722250,8
Egypt,March,Japan Airlines,1489665,7
Egypt,March,Malaysia Airlines,1565928,11
Egypt,March,Thai Airways,1697752,4
Egypt,March,Air India,1571450,1
Egypt,March,Brussels Airlines,1726033,4
Egypt,March,Swiss Air,1706017,4
Egypt,March,Finnair,1700950,2
Egypt,March,Austrian Airlines,1584387,9
Egypt,April,Emirates,1652227,11
Egypt,April,Qatar Airways,1623795,2
Egypt,April,Turkish Airlines,1370986,10
Egypt,April,British Airways,1508474,7
Egypt,April,Lufthansa,1411538,5
Egypt,April,Air France,1738702,12
Egypt,April,KLM,1532209,11
Egypt,April,Delta Airlines,1527924,11
Egypt,April,United Airlines,1515569,5
Egypt,April,Virgin Atlantic,1774116,10
Egypt,April,Ethiopian Airlines,1771826,7
Egypt,April,Kenya Airways,1405953,6
Egypt,April,RwandAir,1477600,8
Egypt,April,South African Airways,1544635,9
Egypt,April,Air Canada,1650171,3
Egypt,April,Singapore Airlines,1519341,2
Egypt,April,Etihad Airways,1525545,12
Egypt,April,Saudi Airlines,1550066,4
Egypt,April,EgyptAir,1510686,1
Egypt,April,Royal Air Maroc,1752180,9
Egypt,April,American Airlines,1731250,5
Egypt,April,Cathay Pacific,1532545,5
Egypt,April,Japan Airlines,1458436,10
Egypt,April,Malaysia Airlines,1581195,6
Egypt,April,Thai Airways,1478251,1
Egypt,April,Air India,1618865,3
Egypt,April,Brussels Airlines,1679472,9
Egypt,April,Swiss Air,1347801,4
Egypt,April,Finnair,1555050,3
Egypt,April,Austrian Airlines,1540833,5
Egypt,May,Emirates,1496179,10
Egypt,May,Qatar Airways,1602684,11
Egypt,May,Turkish Airlines,1685474,5
Egypt,May,British Airways,1688823,7
Egypt,May,Lufthansa,1432271,11
Egypt,May,Air France,1438707,4
Egypt,May,KLM,1340962,9
Egypt,May,Delta Airlines,1481183,8
Egypt,May,United Airlines,1686964,11
Egypt,May,Virgin Atlantic,1749992,1
Egypt,May,Ethiopian Airlines,1741788,1
Egypt,May,Kenya Airways,1748757,8
Egypt,May,RwandAir,1469461,3
Egypt,May,South African Airways,1591214,3
Egypt,May,Air Canada,1353431,2
Egypt,May,Singapore Airlines,1438320,3
Egypt,May,Etihad Airways,1712541,11
Egypt,May,Saudi Airlines,1375486,8
Egypt,May,EgyptAir,1388000,1
Egypt,May,Royal Air Maroc,1761694,3
Egypt,May,American Airlines,1567198,10
Egypt,May,Cathay Pacific,1635442,10
Egypt,May,Japan Airlines,1777136,9
Egypt,May,Malaysia Airlines,1717057,10
Egypt,May,Thai Airways,1546932,8
Egypt,May,Air India,1584979,9
Egypt,May,Brussels Airlines,1463751,11
Egypt,May,Swiss Air,1558563,10
Egypt,May,Finnair,1608228,2
Egypt,May,Austrian Airlines,1508015,2
Egypt,June,Emirates,1492382,7
Egypt,June,Qatar Airways,1460029,12
Egypt,June,Turkish Airlines,1572143,7
Egypt,June,British Airways,1668153,4
Egypt,June,Lufthansa,1374710,12
Egypt,June,Air France,1673770,2
Egypt,June,KLM,1759277,5
Egypt,June,Delta Airlines,1402163,4
Egypt,June,United Airlines,1494950,6
Egypt,June,Virgin Atlantic,1635337,4
Egypt,June,Ethiopian Airlines,1708559,4
Egypt,June,Kenya Airways,1442163,10
Egypt,June,RwandAir,1710239,11
Egypt,June,South African Airways,1628315,7
Egypt,June,Air Canada,1407888,2
Egypt,June,Singapore Airlines,1725607,8
Egypt,June,Etihad Airways,1758362,2
Egypt,June,Saudi Airlines,1606193,7
Egypt,June,EgyptAir,1601170,4
Egypt,June,Royal Air Maroc,1420011,10
Egypt,June,American Airlines,1643271,9
Egypt,June,Cathay Pacific,1504827,12
Egypt,June,Japan Airlines,1487397,3
Egypt,June,Malaysia Airlines,1701767,2
Egypt,June,Thai Airways,1431946,2
Egypt,June,Air India,1617030,1
Egypt,June,Brussels Airlines,1606881,4
Egypt,June,Swiss Air,1673663,12
Egypt,June,Finnair,1493575,10
Egypt,June,Austrian Airlines,1760089,12
Egypt,July,Emirates,2103855,8
Egypt,July,Qatar Airways,2145748,7
Egypt,July,Turkish Airlines,2203724,7
Egypt,July,British Airways,2042403,4
Egypt,July,Lufthansa,2291793,1
Egypt,July,Air France,2003402,12
Egypt,July,KLM,1918106,6
Egypt,July,Delta Airlines,2214228,11
Egypt,July,United Airlines,2166747,10
Egypt,July,Virgin Atlantic,2549713,3
Egypt,July,Ethiopian Airlines,2506605,8
Egypt,July,Kenya Airways,1897173,11
Egypt,July,RwandAir,1660792,3
Egypt,July,South African Airways,2214683,9
Egypt,July,Air Canada,2168161,6
Egypt,July,Singapore Airlines,2050723,5
Egypt,July,Etihad Airways,1974476,8
Egypt,July,Saudi Airlines,2201698,9
Egypt,July,EgyptAir,2353553,7
Egypt,July,Royal Air Maroc,1908578,8
Egypt,July,American Airlines,2353359,1
Egypt,July,Cathay Pacific,2070459,3
Egypt,July,Japan Airlines,2354214,7
Egypt,July,Malaysia Airlines,2098574,5
Egypt,July,Thai Airways,2495070,4
Egypt,July,Air India,2126028,5
Egypt,July,Brussels Airlines,1759618,2
Egypt,July,Swiss Air,1958243,10
Egypt,July,Finnair,2305474,9
Egypt,July,Austrian Airlines,2238818,2
Egypt,August,Emirates,1852537,11
Egypt,August,Qatar Airways,1988057,4
Egypt,August,Turkish Airlines,1770141,3
Egypt,August,British Airways,1883724,8
Egypt,August,Lufthansa,2240938,7
Egypt,August,Air France,2456821,8
Egypt,August,KLM,1824239,10
Egypt,August,Delta Airlines,1925464,3
Egypt,August,United Airlines,2116062,2
Egypt,August,Virgin Atlantic,2044313,9
Egypt,August,Ethiopian Airlines,2040030,8
Egypt,August,Kenya Airways,2218524,6
Egypt,August,RwandAir,2509318,10
Egypt,August,South African Airways,1958795,12
Egypt,August,Air Canada,2042971,2
Egypt,August,Singapore Airlines,1928620,2
Egypt,August,Etihad Airways,2029804,11
Egypt,August,Saudi Airlines,2336141,5
Egypt,August,EgyptAir,2445371,7
Egypt,August,Royal Air Maroc,1900503,3
Egypt,August,American Airlines,2509652,10
Egypt,August,Cathay Pacific,1995461,9
Egypt,August,Japan Airlines,1868021,8
Egypt,August,Malaysia Airlines,1889346,7
Egypt,August,Thai Airways,2065644,9
Egypt,August,Air India,2241819,9
Egypt,August,Brussels Airlines,2141763,2
Egypt,August,Swiss Air,2095038,2
Egypt,August,Finnair,2237523,8
Egypt,August,Austrian Airlines,2329920,11
Egypt,September,Emirates,1553721,7
Egypt,September,Qatar Airways,1403117,1
Egypt,September,Turkish Airlines,1424106,7
Egypt,September,British Airways,1616711,3
Egypt,September,Lufthansa,1617094,4
Egypt,September,Air France,1635226,4
Egypt,September,KLM,1367459,1
Egypt,September,Delta Airlines,1563328,10
Egypt,September,United Airlines,1709296,4
Egypt,September,Virgin Atlantic,1385725,12
Egypt,September,Ethiopian Airlines,1657014,6
Egypt,September,Kenya Airways,1521586,6
Egypt,September,RwandAir,1771529,4
Egypt,September,South African Airways,1731305,1
Egypt,September,Air Canada,1654821,1
Egypt,September,Singapore Airlines,1557657,3
Egypt,September,Etihad Airways,1375408,10
Egypt,September,Saudi Airlines,1427637,3
Egypt,September,EgyptAir,1503878,3
Egypt,September,Royal Air Maroc,1725431,10
Egypt,September,American Airlines,1354888,4
Egypt,September,Cathay Pacific,1634498,5
Egypt,September,Japan Airlines,1440578,4
Egypt,September,Malaysia Airlines,1435789,9
Egypt,September,Thai Airways,1463021,9
Egypt,September,Air India,1695232,2
Egypt,September,Brussels Airlines,1630502,3
Egypt,September,Swiss Air,1481837,12
Egypt,September,Finnair,1513579,1
Egypt,September,Austrian Airlines,1349081,11
Egypt,October,Emirates,1752629,7
Egypt,October,Qatar Airways,1556340,5
Egypt,October,Turkish Airlines,1384172,10
Egypt,October,British Airways,1464047,11
Egypt,October,Lufthansa,1651620,7
Egypt,October,Air France,1355380,10
Egypt,October,KLM,1359696,2
Egypt,October,Delta Airlines,1756366,8
Egypt,October,United Airlines,1588340,12
Egypt,October,Virgin Atlantic,1383714,6
Egypt,October,Ethiopian Airlines,1360495,10
Egypt,October,Kenya Airways,1533382,4
Egypt,October,RwandAir,1467548,8
Egypt,October,South African Airways,1466023,11
Egypt,October,Air Canada,1608456,3
Egypt,October,Singapore Airlines,1410036,5
Egypt,October,Etihad Airways,1658598,7
Egypt,October,Saudi Airlines,1767663,10
Egypt,October,EgyptAir,1676201,8
Egypt,October,Royal Air Maroc,1405797,5
Egypt,October,American Airlines,1744373,1
Egypt,October,Cathay Pacific,1628121,1
Egypt,October,Japan Airlines,1706439,1
Egypt,October,Malaysia Airlines,1414779,7
Egypt,October,Thai Airways,1646904,8
Egypt,October,Air India,1384816,3
Egypt,October,Brussels Airlines,1685228,12
Egypt,October,Swiss Air,1574284,8
Egypt,October,Finnair,1691381,11
Egypt,October,Austrian Airlines,1452763,12
Egypt,November,Emirates,1769942,9
Egypt,November,Qatar Airways,1519109,8
Egypt,November,Turkish Airlines,1536567,6
Egypt,November,British Airways,1346663,12
Egypt,November,Lufthansa,1764731,1
Egypt,November,Air France,1582306,10
Egypt,November,KLM,1414108,8
Egypt,November,Delta Airlines,1635019,11
Egypt,November,United Airlines,1420088,6
Egypt,November,Virgin Atlantic,1728631,3
Egypt,November,Ethiopian Airlines,1613801,3
Egypt,November,Kenya Airways,1529364,8
Egypt,November,RwandAir,1391811,1
Egypt,November,South African Airways,1537686,5
Egypt,November,Air Canada,1443479,4
Egypt,November,Singapore Airlines,1732126,11
Egypt,November,Etihad Airways,1626534,7
Egypt,November,Saudi Airlines,1639105,11
Egypt,November,EgyptAir,1425555,11
Egypt,November,Royal Air Maroc,1506249,9
Egypt,November,American Airlines,1438966,6
Egypt,November,Cathay Pacific,1392526,8
Egypt,November,Japan Airlines,1607456,6
Egypt,November,Malaysia Airlines,1546628,3
Egypt,November,Thai Airways,1659190,2
Egypt,November,Air India,1477505,8
Egypt,November,Brussels Airlines,1627814,11
Egypt,November,Swiss Air,1746332,8
Egypt,November,Finnair,1431836,10
Egypt,November,Austrian Airlines,1640021,7
Egypt,December,Emirates,2024841,8
Egypt,December,Qatar Airways,2502044,8
Egypt,December,Turkish Airlines,2490937,8
Egypt,December,British Airways,1957295,8
Egypt,December,Lufthansa,2348384,4
Egypt,December,Air France,2149097,8
Egypt,December,KLM,2501410,10
Egypt,December,Delta Airlines,1715096,8
Egypt,December,United Airlines,1940230,12
Egypt,December,Virgin Atlantic,2280136,8
Egypt,December,Ethiopian Airlines,1969278,3
Egypt,December,Kenya Airways,2167421,6
Egypt,December,RwandAir,1889423,7
Egypt,December,South African Airways,2317980,9
Egypt,December,Air Canada,2331467,2
Egypt,December,Singapore Airlines,1999144,1
Egypt,December,Etihad Airways,2012822,1
Egypt,December,Saudi Airlines,2486492,8
Egypt,December,EgyptAir,1679334,4
Egypt,December,Royal Air Maroc,1731142,8
Egypt,December,American Airlines,2064419,4
Egypt,December,Cathay Pacific,2266883,1
Egypt,December,Japan Airlines,1739695,6
Egypt,December,Malaysia Airlines,2516538,8
Egypt,December,Thai Airways,2356192,12
Egypt,December,Air India,2104655,9
Egypt,December,Brussels Airlines,1857232,8
Egypt,December,Swiss Air,2476510,9
Egypt,December,Finnair,2322081,5
Egypt,December,Austrian Airlines,1997181,1
Morocco,January,Emirates,590662,10
Morocco,January,Qatar Airways,575421,10
Morocco,January,Turkish Airlines,627471,6
Morocco,January,British Airways,656116,1
Morocco,January,Lufthansa,574713,4
Morocco,January,Air France,482962,12
Morocco,January,KLM,551837,2
Morocco,January,Delta Airlines,537934,7
Morocco,January,United Airlines,524940,10
Morocco,January,Virgin Atlantic,619828,12
Morocco,January,Ethiopian Airlines,533307,7
Morocco,January,Kenya Airways,593501,4
Morocco,January,RwandAir,648697,8
Morocco,January,South African Airways,491568,7
Morocco,January,Air Canada,633857,9
Morocco,January,Singapore Airlines,650627,12
Morocco,January,Etihad Airways,561596,11
Morocco,January,Saudi Airlines,480089,12
Morocco,January,EgyptAir,590620,6
Morocco,January,Royal Air Maroc,627667,3
Morocco,January,American Airlines,504339,2
Morocco,January,Cathay Pacific,578652,6
Morocco,January,Japan Airlines,515223,2
Morocco,January,Malaysia Airlines,486640,1
